mt_id,x,y,density,mt,t_seconds,mt_length,deltaR_um
19_2000,588.781,771,2000,19,184,7.4672,1.020089918
19_2000,591.75,768.031,2000,19,186,7.4672,0.839760013
19_2000,595.938,764.125,2000,19,188,7.4672,1.145358983
19_2000,600.75,762.094,2000,19,190,7.4672,1.044611028
19_2000,605.969,759.281,2000,19,192,7.4672,1.185764395
19_2000,608.844,756.125,2000,19,194,7.4672,0.853837479
19_2000,615.031,754.656,2000,19,196,7.4672,1.271800771
19_2000,620.062,753.375,2000,19,198,7.4672,1.038304811
19_2000,624.292,750,2000,19,200,7.4672,1.082285083
20_2000,607.438,672.062,2000,20,2,9.0746,0
20_2000,604.25,668.062,2000,20,4,9.0746,1.023002326
20_2000,602.25,664.125,2000,20,6,9.0746,0.883175385
20_2000,600.5,658.938,2000,20,8,9.0746,1.094851022
20_2000,597.688,653.375,2000,20,10,9.0746,1.246664558
20_2000,594.125,649.125,2000,20,12,9.0746,1.109188334
20_2000,592.125,645.125,2000,20,14,9.0746,0.894427191
20_2000,589.062,640.062,2000,20,16,9.0746,1.183485327
20_2000,586.188,635.125,2000,20,18,9.0746,1.142520809
20_2000,584.188,630.062,2000,20,20,9.0746,1.088741824
20_2000,581.188,626.938,2000,20,22,9.0746,0.866241906
20_2000,578.188,622.062,2000,20,24,9.0746,1.144995651
20_2000,575.438,618.125,2000,20,26,9.0746,0.96046799
20_2000,573.188,613.375,2000,20,28,9.0746,1.051189802
20_2000,569.375,609,2000,20,30,9.0746,1.160682454
20_2000,566.25,604.062,2000,20,32,9.0746,1.16875094
20_2000,564.208,600.042,2000,20,34,9.0746,0.901779663
20_2000,560.25,596.958,2000,20,36,9.0746,1.003530169
20_2000,556.625,593.208,2000,20,38,9.0746,1.043132302
20_2000,553.667,588.5,2000,20,40,9.0746,1.112025683
20_2000,551.125,585.167,2000,20,42,9.0746,0.838347255
20_2000,548.167,582.042,2000,20,44,9.0746,0.860590239
20_2000,546.083,576.958,2000,20,46,9.0746,1.098910588
20_2000,542.167,572.958,2000,20,48,9.0746,1.119554483
20_2000,538.5,569.125,2000,20,50,9.0746,1.06091994
20_2000,536.167,565,2000,20,52,9.0746,0.947808293
20_2000,533.167,561.208,2000,20,54,9.0746,0.967042171
20_2000,530.125,557.042,2000,20,56,9.0746,1.031684448
20_2000,528.208,552.042,2000,20,58,9.0746,1.070978786
20_2000,525.083,547.083,2000,20,60,9.0746,1.172302111
20_2000,522.125,543,2000,20,62,9.0746,1.008377965
20_2000,520.167,538.333,2000,20,64,9.0746,1.012218415
20_2000,517,534.958,2000,20,66,9.0746,0.925646023
20_2000,514.917,531.042,2000,20,68,9.0746,0.88710642
20_2000,513.417,525.083,2000,20,70,9.0746,1.228978128
20_2000,510.125,521.167,2000,20,72,9.0746,1.023177795
20_2000,507.292,517.083,2000,20,74,9.0746,0.994081385
20_2000,505.875,512,2000,20,76,9.0746,1.055363028
20_2000,503.875,507.042,2000,20,78,9.0746,1.069238308
20_2000,501.917,503.042,2000,20,80,9.0746,0.890702285
20_2000,499.917,497.917,2000,20,82,9.0746,1.100284054
20_2000,497.438,492.969,2000,20,84,9.0746,1.10685401
20_2000,496.531,487,2000,20,86,9.0746,1.207503375
20_2000,496.938,482.031,2000,20,88,9.0746,0.997128076
20_2000,494.5,477.094,2000,20,90,9.0746,1.101232273
20_2000,493.375,470.938,2000,20,92,9.0746,1.251590364
20_2000,492.781,466.938,2000,20,94,9.0746,0.808772799
20_2000,493,462.125,2000,20,96,9.0746,0.963595973
20_2000,491.875,457.031,2000,20,98,9.0746,1.043349625
20_2000,490.844,451.969,2000,20,100,9.0746,1.033185463
20_2000,491.469,447,2000,20,102,9.0746,1.001630391
20_2000,490.75,441.875,2000,20,104,9.0746,1.035037893
20_2000,490.458,436.333,2000,20,106,9.0746,1.10993744
20_2000,489.833,432,2000,20,108,9.0746,0.875568707
20_2000,490.042,426.083,2000,20,110,9.0746,1.184137999
20_2000,490,421,2000,20,112,9.0746,1.016634703
20_2000,488.833,416.042,2000,20,114,9.0746,1.018698248
20_2000,489.792,411,2000,20,116,9.0746,1.026478349
20_2000,491.5,406.083,2000,20,118,9.0746,1.041040883
20_2000,494.125,401.042,2000,20,120,9.0746,1.136702353
20_2000,495.958,397,2000,20,122,9.0746,0.887640761
20_2000,498.542,390.875,2000,20,124,9.0746,1.329551518
20_2000,500.792,388.042,2000,20,126,9.0746,0.723557572
20_2000,502.875,383.208,2000,20,128,9.0746,1.052738239
20_2000,505.292,379.083,2000,20,130,9.0746,0.95619065
20_2000,506.583,374.167,2000,20,132,9.0746,1.016537987
20_2000,508.417,370.208,2000,20,134,9.0746,0.872633646
20_2000,512.833,365.042,2000,20,136,9.0746,1.359244084
20_2000,515.792,361.167,2000,20,138,9.0746,0.975116526
20_2000,519.375,357.083,2000,20,140,9.0746,1.086589987
20_2000,521.625,354.083,2000,20,142,9.0746,0.75
20_2000,525.625,349.042,2000,20,144,9.0746,1.287038166
20_2000,528.958,345.125,2000,20,146,9.0746,1.028625841
20_2000,532.083,343,2000,20,148,9.0746,0.755810823
20_2000,536.083,336.833,2000,20,150,9.0746,1.470127736
20_2000,540.458,332.833,2000,20,152,9.0746,1.18559057
20_2000,543.583,330.042,2000,20,154,9.0746,0.83798105
20_2000,547.333,327.208,2000,20,156,9.0746,0.940086294
20_2000,550.167,323.833,2000,20,158,9.0746,0.881412072
20_2000,553.708,318.083,2000,20,160,9.0746,1.35057293
20_2000,556.875,314.083,2000,20,162,9.0746,1.020389906
20_2000,559.292,310.125,2000,20,164,9.0746,0.927526884
20_2000,563.167,306.917,2000,20,166,9.0746,1.006119059
20_2000,567,303.042,2000,20,168,9.0746,1.090091996
20_2000,570.625,299.083,2000,20,170,9.0746,1.073579173
20_2000,574.75,295.25,2000,20,172,9.0746,1.12618851
20_2000,576.75,291.125,2000,20,174,9.0746,0.916856041
20_2000,578.833,285.375,2000,20,176,9.0746,1.2231335
20_2000,580.792,280.833,2000,20,178,9.0746,0.989291565
20_2000,583.083,277.125,2000,20,180,9.0746,0.871732642
20_2000,584.583,272.25,2000,20,182,9.0746,1.020110288
20_2000,587,267.208,2000,20,184,9.0746,1.118278194
20_2000,588.042,263.042,2000,20,186,9.0746,0.858867161
20_2000,588.542,256.958,2000,20,188,9.0746,1.220902224
20_2000,588.667,252.292,2000,20,190,9.0746,0.933534809
20_2000,588.75,247.25,2000,20,192,9.0746,1.008536623
20_2000,588.375,241.917,2000,20,194,9.0746,1.069233632
20_2000,590.75,238.167,2000,20,196,9.0746,0.887764045
20_2000,591.417,233.125,2000,20,198,9.0746,1.017185391
20_2000,592.875,229.083,2000,20,200,9.0746,0.859384152
1_2500,931.031,401.969,2500,1,2,20.4036,0
1_2500,927,404,2500,1,4,20.4036,0.902749622
1_2500,922.094,406.156,2500,1,6,20.4036,1.071768109
1_2500,918.062,408.5,2500,1,8,20.4036,0.932767066
1_2500,915.083,412.458,2500,1,10,20.4036,0.990761424
1_2500,911.083,415.625,2500,1,12,20.4036,1.020389906
1_2500,908.083,418.583,2500,1,14,20.4036,0.842609376
1_2500,904.042,420.75,2500,1,16,20.4036,0.917072952
1_2500,900.083,422.875,2500,1,18,20.4036,0.898650232
1_2500,895.292,425.5,2500,1,20,20.4036,1.092598847
1_2500,891.042,427.958,2500,1,22,20.4036,0.981921871
1_2500,888.958,430.292,2500,1,24,20.4036,0.625799073
1_2500,885.062,436.031,2500,1,26,20.4036,1.387298627
1_2500,882.969,438.812,2500,1,28,20.4036,0.696120966
1_2500,879,440.656,2500,1,30,20.4036,0.875289598
1_2500,873,441.812,2500,1,32,20.4036,1.222069327
1_2500,868.938,442.969,2500,1,34,20.4036,0.844712803
1_2500,865.969,444.156,2500,1,36,20.4036,0.639497615
1_2500,860.938,446.781,2500,1,38,20.4036,1.134928826
1_2500,855.969,449.75,2500,1,40,20.4036,1.157686002
1_2500,852,451.562,2500,1,42,20.4036,0.872612285
1_2500,847,453.375,2500,1,44,20.4036,1.063709904
1_2500,843.031,454.281,2500,1,46,20.4036,0.81421857
1_2500,838.031,454.625,2500,1,48,20.4036,1.002363926
1_2500,835,456.906,2500,1,50,20.4036,0.758681013
1_2500,830.031,459.5,2500,1,52,20.4036,1.121067295
1_2500,826.031,461.562,2500,1,54,20.4036,0.900040977
1_2500,822,463.031,2500,1,56,20.4036,0.858065778
1_2500,817,464.5,2500,1,58,20.4036,1.042266012
1_2500,812.031,465.875,2500,1,60,20.4036,1.031146663
1_2500,807.031,465.5,2500,1,62,20.4036,1.002808556
1_2500,802,465.594,2500,1,64,20.4036,1.006375616
1_2500,797.031,465.5,2500,1,66,20.4036,0.993977807
1_2500,794.094,465.312,2500,1,68,20.4036,0.588602175
1_2500,786.958,464.5,2500,1,70,20.4036,1.436409969
1_2500,783.958,463.042,2500,1,72,20.4036,0.667106109
1_2500,779.417,460.333,2500,1,74,20.4036,1.05753226
1_2500,775.042,459.083,2500,1,76,20.4036,0.910013736
1_2500,770.917,456.917,2500,1,78,20.4036,0.931819317
1_2500,766,455,2500,1,80,20.4036,1.055495675
1_2500,762.292,454.083,2500,1,82,20.4036,0.763941176
1_2500,757,453.667,2500,1,84,20.4036,1.061665107
1_2500,752.958,452,2500,1,86,20.4036,0.874451897
1_2500,748.042,450.083,2500,1,88,20.4036,1.055309339
1_2500,744,448.417,2500,1,90,20.4036,0.874375663
1_2500,740.125,445.292,2500,1,92,20.4036,0.995615388
1_2500,735.917,441.333,2500,1,94,20.4036,1.155524902
1_2500,733.167,439.625,2500,1,96,20.4036,0.647449272
1_2500,728.958,439.917,2500,1,98,20.4036,0.843823323
1_2500,724.042,436.417,2500,1,100,20.4036,1.206930918
1_2500,720.125,436.438,2500,1,102,20.4036,0.783411259
1_2500,715.031,432.219,2500,1,104,20.4036,1.322857468
1_2500,711.062,430.219,2500,1,106,20.4036,0.888886067
1_2500,707.833,427.667,2500,1,108,20.4036,0.823143851
1_2500,703.167,426.792,2500,1,110,20.4036,0.949466819
1_2500,699,424.125,2500,1,112,20.4036,0.989480227
1_2500,694.875,422.167,2500,1,114,20.4036,0.913222623
1_2500,690,419.792,2500,1,116,20.4036,1.084550598
1_2500,684.958,417.375,2500,1,118,20.4036,1.118278194
1_2500,682.042,414.167,2500,1,120,20.4036,0.867048326
1_2500,679.031,411.25,2500,1,122,20.4036,0.838451191
1_2500,677,407.219,2500,1,124,20.4036,0.902749622
1_2500,673.125,403.188,2500,1,126,20.4036,1.118294881
1_2500,670.906,399.938,2500,1,128,20.4036,0.787056821
1_2500,666.094,396.688,2500,1,130,20.4036,1.161341362
1_2500,662.344,395.031,2500,1,132,20.4036,0.819954852
1_2500,659.969,391.594,2500,1,134,20.4036,0.835549975
1_2500,658.292,388.458,2500,1,136,20.4036,0.711247496
1_2500,654.958,383.25,2500,1,138,20.4036,1.236750905
1_2500,652,379.125,2500,1,140,20.4036,1.015192376
1_2500,650.292,374.125,2500,1,142,20.4036,1.056735804
1_2500,647.958,370.792,2500,1,144,20.4036,0.813792234
1_2500,645.125,367.333,2500,1,146,20.4036,0.894216305
1_2500,642.167,363.125,2500,1,148,20.4036,1.028727913
1_2500,640.625,358.083,2500,1,150,20.4036,1.054505154
1_2500,638.958,354.875,2500,1,152,20.4036,0.723053331
1_2500,636.583,349.083,2500,1,154,20.4036,1.252004617
1_2500,635.375,345,2500,1,156,20.4036,0.851590348
1_2500,633,341.833,2500,1,158,20.4036,0.791720001
1_2500,631.708,336.042,2500,1,160,20.4036,1.186675103
1_2500,630.417,331.125,2500,1,162,20.4036,1.01673143
1_2500,629.292,326.917,2500,1,164,20.4036,0.871157598
1_2500,627.833,322.167,2500,1,166,20.4036,0.993804427
1_2500,627.583,317.917,2500,1,168,20.4036,0.851469318
1_2500,625.333,312.917,2500,1,170,20.4036,1.09658561
1_2500,625.583,307.958,2500,1,172,20.4036,0.993059535
1_2500,623.375,304.167,2500,1,174,20.4036,0.877426806
1_2500,622.25,300.708,2500,1,176,20.4036,0.727469752
1_2500,621.167,295,2500,1,178,20.4036,1.161966488
1_2500,621.542,290.042,2500,1,180,20.4036,0.99443228
1_2500,622.625,287.167,2500,1,182,20.4036,0.614443293
1_2500,623.958,282,2500,1,184,20.4036,1.067235269
1_2500,624.583,277,2500,1,186,20.4036,1.007782219
1_2500,625.042,274.125,2500,1,188,20.4036,0.582281925
1_2500,626.125,268.125,2500,1,190,20.4036,1.219391471
1_2500,626.292,263,2500,1,192,20.4036,1.025544031
1_2500,625.917,259,2500,1,194,20.4036,0.803507934
1_2500,628.125,254.083,2500,1,196,20.4036,1.078000983
1_2500,629.375,251.125,2500,1,198,20.4036,0.64225428
1_2500,630.594,246.031,2500,1,200,20.4036,1.047564738
2_2500,651.958,332.458,2500,2,2,11.807,0
2_2500,657,331.375,2500,2,4,11.807,1.031400078
2_2500,660,331.042,2500,2,6,11.807,0.603684984
2_2500,666.042,330.917,2500,2,8,11.807,1.208658579
2_2500,671,330.5,2500,2,10,11.807,0.99510106
2_2500,675,329.958,2500,2,12,11.807,0.807310696
2_2500,679.917,330.292,2500,2,14,11.807,0.985666171
2_2500,684.042,330.042,2500,2,16,11.807,0.826513763
2_2500,686.958,329.417,2500,2,18,11.807,0.596445505
2_2500,690.042,329.417,2500,2,20,11.807,0.6168
2_2500,696.042,329.458,2500,2,22,11.807,1.200028016
2_2500,700,329.542,2500,2,24,11.807,0.791778252
2_2500,704.958,330.625,2500,2,26,11.807,1.014980847
2_2500,708.958,331.5,2500,2,28,11.807,0.818916968
2_2500,714.042,333.125,2500,2,30,11.807,1.067477044
2_2500,718,333.875,2500,2,32,11.807,0.805686391
2_2500,723,336.5,2500,2,34,11.807,1.1294357
2_2500,727,337.042,2500,2,36,11.807,0.807310696
2_2500,731,339.75,2500,2,38,11.807,0.966090348
2_2500,735.083,341.667,2500,2,40,11.807,0.902125889
2_2500,738.958,343.5,2500,2,42,11.807,0.857333401
2_2500,744.083,346.417,2500,2,44,11.807,1.179398389
2_2500,748,347.542,2500,2,46,11.807,0.815070893
2_2500,751.958,351.833,2500,2,48,11.807,1.167534925
2_2500,756.875,355.583,2500,2,50,11.807,1.236760106
2_2500,757.917,357.583,2500,2,52,11.807,0.45103277
2_2500,762.333,360.5,2500,2,54,11.807,1.058488451
2_2500,765.417,363.25,2500,2,56,11.807,0.826403195
2_2500,768.917,366.333,2500,2,58,11.807,0.932842731
2_2500,772.167,369,2500,2,60,11.807,0.840842173
2_2500,775.958,372.542,2500,2,62,11.807,1.037640497
2_2500,779.958,376.875,2500,2,64,11.807,1.179404748
2_2500,781.75,378.708,2500,2,66,11.807,0.512685206
2_2500,783.875,383.75,2500,2,68,11.807,1.094301403
2_2500,785.667,387.833,2500,2,70,11.807,0.891788159
2_2500,787.542,393,2500,2,72,11.807,1.099336418
2_2500,789.792,396.958,2500,2,74,11.807,0.910566066
2_2500,790.667,400.958,2500,2,76,11.807,0.818916968
2_2500,792.542,405.917,2500,2,78,11.807,1.060326478
2_2500,793.417,409.042,2500,2,80,11.807,0.649037749
2_2500,794.333,412,2500,2,82,11.807,0.619316397
2_2500,796.625,417.917,2500,2,84,11.807,1.269080817
2_2500,797.042,422.958,2500,2,86,11.807,1.011643613
2_2500,797.458,427,2500,2,88,11.807,0.812670167
2_2500,800.167,430.042,2500,2,90,11.807,0.8146765
2_2500,803.167,435,2500,2,92,11.807,1.158995496
2_2500,805.333,436.917,2500,2,94,11.807,0.578496154
2_2500,808.75,439.958,2500,2,96,11.807,0.914845779
2_2500,812.667,443.667,2500,2,98,11.807,1.078880346
2_2500,816.75,446.875,2500,2,100,11.807,1.038501863
2_2500,820.042,451.083,2500,2,102,11.807,1.068541586
2_2500,824.875,454.417,2500,2,104,11.807,1.174281823
2_2500,827.333,455.208,2500,2,106,11.807,0.516427923
2_2500,831.458,457.292,2500,2,108,11.807,0.924309061
2_2500,835.542,459.375,2500,2,110,11.807,0.916906647
2_2500,840.5,461.25,2500,2,112,11.807,1.060139406
2_2500,844.875,463.542,2500,2,114,11.807,0.987803401
2_2500,848.875,467.708,2500,2,116,11.807,1.155085382
2_2500,852.917,469.792,2500,2,118,11.807,0.909523392
2_2500,857.958,470.875,2500,2,120,11.807,1.031204538
2_2500,862.042,472.958,2500,2,122,11.807,0.916906647
2_2500,867.917,474.25,2500,2,124,11.807,1.203077537
2_2500,871.375,474.875,2500,2,126,11.807,0.702805492
2_2500,876.167,474.083,2500,2,128,11.807,0.971401627
2_2500,880.708,475.417,2500,2,130,11.807,0.946577773
2_2500,885.917,478.5,2500,2,132,11.807,1.210596052
2_2500,889,482.708,2500,2,134,11.807,1.043305382
2_2500,892.917,486.5,2500,2,136,11.807,1.090360546
2_2500,895.917,488.917,2500,2,138,11.807,0.770503446
2_2500,899.417,491.833,2500,2,140,11.807,0.911110443
2_2500,903.167,496.333,2500,2,142,11.807,1.171537451
2_2500,906.75,499,2500,2,144,11.807,0.893325876
2_2500,909.625,502.583,2500,2,146,11.807,0.918771223
2_2500,913.583,506.417,2500,2,148,11.807,1.102094733
2_2500,916.875,509.792,2500,2,150,11.807,0.942929244
2_2500,916.667,512.958,2500,2,152,11.807,0.634565048
2_2500,920.438,517,2500,2,154,11.807,1.105589526
2_2500,923.375,522.812,2500,2,156,11.807,1.302387239
2_2500,926.75,526.625,2500,2,158,11.807,1.018422191
2_2500,928.875,530.375,2500,2,160,11.807,0.862046982
2_2500,930.812,534.781,2500,2,162,11.807,0.962596593
2_2500,932.375,540.938,2500,2,164,11.807,1.270458468
2_2500,933.344,545.031,2500,2,166,11.807,0.841227912
2_2500,933.781,548.969,2500,2,168,11.807,0.792434553
2_2500,934.438,553.969,2500,2,170,11.807,1.008596034
2_2500,934.625,560,2500,2,172,11.807,1.206779682
2_2500,935.969,562.969,2500,2,174,11.807,0.651806628
2_2500,935.531,569.062,2500,2,176,11.807,1.22174454
2_2500,936.094,572.906,2500,2,178,11.807,0.777002059
2_2500,935.875,578.781,2500,2,180,11.807,1.175816074
2_2500,935.875,584,2500,2,182,11.807,1.0438
2_2500,936.344,587.906,2500,2,184,11.807,0.78681121
2_2500,936.469,593.031,2500,2,186,11.807,1.025304833
2_2500,936.594,596.906,2500,2,188,11.807,0.775403121
2_2500,937.062,602.781,2500,2,190,11.807,1.178722173
2_2500,937,606.969,2500,2,192,11.807,0.837691781
2_2500,937.688,610.938,2500,2,194,11.807,0.80563776
2_2500,938.406,616.969,2500,2,196,11.807,1.214717827
2_2500,938,619.938,2500,2,198,11.807,0.599326188
2_2500,937.719,624.906,2500,2,200,11.807,0.995188123
3_2500,477.083,950.875,2500,3,2,9.2432,0
3_2500,473.083,948.75,2500,3,4,9.2432,0.905883547
3_2500,469.042,947.667,2500,3,6,9.2432,0.836721459
3_2500,464.167,946.333,2500,3,8,9.2432,1.010844815
3_2500,460.042,945.958,2500,3,10,9.2432,0.828402076
3_2500,455.208,945.75,2500,3,12,9.2432,0.96769458
3_2500,450.208,944.875,2500,3,14,9.2432,1.015197025
3_2500,446,946.042,2500,3,16,9.2432,0.873364826
3_2500,441.042,947.417,2500,3,18,9.2432,1.029026511
3_2500,436.917,948,2500,3,20,9.2432,0.833198992
3_2500,432.042,948.833,2500,3,22,9.2432,0.989131215
3_2500,427.292,950.292,2500,3,24,9.2432,0.993804427
3_2500,423.083,951.667,2500,3,26,9.2432,0.885580171
3_2500,417,952.958,2500,3,28,9.2432,1.24369723
3_2500,413,954.458,2500,3,30,9.2432,0.854400375
3_2500,408.917,955,2500,3,32,9.2432,0.823763388
3_2500,403.292,956.458,2500,3,34,9.2432,1.162177078
3_2500,399.083,957.458,2500,3,36,9.2432,0.865232477
3_2500,394.031,958.5,2500,3,38,9.2432,1.031667931
3_2500,390.031,959.938,2500,3,40,9.2432,0.850125732
3_2500,386.031,961.344,2500,3,42,9.2432,0.847981981
3_2500,380.969,962.438,2500,3,44,9.2432,1.03577372
3_2500,376,961.656,2500,3,46,9.2432,1.00603151
3_2500,372.062,961.875,2500,3,48,9.2432,0.788816962
3_2500,367.125,960.938,2500,3,50,9.2432,1.005026129
3_2500,362.062,960.469,2500,3,52,9.2432,1.0169352
3_2500,357.938,960.125,2500,3,54,9.2432,0.827664473
3_2500,355.031,961,2500,3,56,9.2432,0.607166336
3_2500,351.062,959.5,2500,3,58,9.2432,0.848597926
3_2500,346.938,956.156,2500,3,60,9.2432,1.061879692
3_2500,343,953.625,2500,3,62,9.2432,0.936243665
3_2500,339.167,951.208,2500,3,64,9.2432,0.906284238
3_2500,334.208,948.083,2500,3,66,9.2432,1.172302111
3_2500,329.958,946.583,2500,3,68,9.2432,0.901387819
3_2500,327.083,944.125,2500,3,70,9.2432,0.756502188
3_2500,323.042,942.458,2500,3,72,9.2432,0.874267007
3_2500,318.125,940.333,2500,3,74,9.2432,1.071307874
3_2500,315.417,936.542,2500,3,76,9.2432,0.931771324
3_2500,313,932.25,2500,3,78,9.2432,0.985152841
3_2500,311.75,928.208,2500,3,80,9.2432,0.846174072
3_2500,312.125,923.458,2500,3,82,9.2432,0.952955928
3_2500,312,919.083,2500,3,84,9.2432,0.87535707
3_2500,311.542,913.125,2500,3,86,9.2432,1.195115526
3_2500,310.5,909.167,2500,3,88,9.2432,0.818572611
3_2500,310.75,904.708,2500,3,90,9.2432,0.89320056
3_2500,311,901.083,2500,3,92,9.2432,0.726722093
3_2500,313.333,895.167,2500,3,94,9.2432,1.271879633
3_2500,315.042,891.042,2500,3,96,9.2432,0.893001814
3_2500,317.656,887.094,2500,3,98,9.2432,0.946988912
3_2500,320,882.062,2500,3,100,9.2432,1.110231688
3_2500,321.719,878.094,2500,3,102,9.2432,0.864869586
3_2500,323.219,873,2500,3,104,9.2432,1.062051524
3_2500,323.875,868.031,2500,3,106,9.2432,1.002423005
3_2500,325.708,863.708,2500,3,108,9.2432,0.939110601
3_2500,327.583,859.083,2500,3,110,9.2432,0.998123239
3_2500,329.167,854.042,2500,3,112,9.2432,1.056801533
3_2500,329.583,849.167,2500,3,114,9.2432,0.978543428
3_2500,330.042,845.958,2500,3,116,9.2432,0.648332075
3_2500,330.333,841.083,2500,3,118,9.2432,0.976735502
3_2500,330.5,836.958,2500,3,120,9.2432,0.82567582
3_2500,328.167,831.958,2500,3,122,9.2432,1.1035015
3_2500,327.417,827.208,2500,3,124,9.2432,0.961769203
3_2500,328.458,822.417,2500,3,126,9.2432,0.980558249
3_2500,329.458,819.125,2500,3,128,9.2432,0.688106503
3_2500,331.333,814.042,2500,3,130,9.2432,1.083559209
3_2500,332.333,809.083,2500,3,132,9.2432,1.011764419
3_2500,333,806.125,2500,3,134,9.2432,0.606453725
3_2500,334.375,801.125,2500,3,136,9.2432,1.037123426
3_2500,335.458,797.208,2500,3,138,9.2432,0.812792175
3_2500,336.542,792.125,2500,3,140,9.2432,1.039460341
3_2500,338.083,787.958,2500,3,142,9.2432,0.888562209
3_2500,340.458,783,2500,3,144,9.2432,1.099497867
3_2500,341.583,778.958,2500,3,146,9.2432,0.839127857
3_2500,343.083,775,2500,3,148,9.2432,0.846540348
3_2500,342.958,771.083,2500,3,150,9.2432,0.783798801
3_2500,342.5,765.125,2500,3,152,9.2432,1.195115526
3_2500,342.708,761.042,2500,3,154,9.2432,0.817658926
3_2500,342.75,756,2500,3,156,9.2432,1.008434986
3_2500,342.75,752.125,2500,3,158,9.2432,0.775
3_2500,342.917,747,2500,3,160,9.2432,1.025544031
3_2500,342.958,742.083,2500,3,162,9.2432,0.983434187
3_2500,341.625,738.042,2500,3,164,9.2432,0.851036309
3_2500,341.042,734.167,2500,3,166,9.2432,0.783722247
3_2500,340,729.208,2500,3,168,9.2432,1.013458337
3_2500,340.083,723.958,2500,3,170,9.2432,1.050131211
3_2500,340.208,719.292,2500,3,172,9.2432,0.933534809
3_2500,340.5,714.167,2500,3,174,9.2432,1.02666234
3_2500,340.958,709.792,2500,3,176,9.2432,0.879781541
3_2500,340.792,706.208,2500,3,178,9.2432,0.71756845
3_2500,340.708,700.917,2500,3,180,9.2432,1.05833335
3_2500,340.542,696.875,2500,3,182,9.2432,0.809081454
3_2500,340.917,693.208,2500,3,184,9.2432,0.737224905
3_2500,343.292,688.292,2500,3,186,9.2432,1.091928221
3_2500,345.542,684.167,2500,3,188,9.2432,0.939747306
3_2500,348.792,681.083,2500,3,190,9.2432,0.896070444
3_2500,351.542,677.917,2500,3,192,9.2432,0.838714636
3_2500,354.583,674.958,2500,3,194,9.2432,0.848607377
3_2500,357.667,670.958,2500,3,196,9.2432,1.010169412
3_2500,361.458,667.083,2500,3,198,9.2432,1.084201199
3_2500,364.833,664.167,2500,3,200,9.2432,0.892046658
4_2500,109.688,829.875,2500,4,2,7.0028,0
4_2500,110.75,825.188,2500,4,4,7.0028,0.961162067
4_2500,112.688,820.938,2500,4,6,7.0028,0.934202205
4_2500,114.75,816.062,2500,4,8,7.0028,1.058814809
4_2500,115.875,811.188,2500,4,10,7.0028,1.000429928
4_2500,118.812,808.125,2500,4,12,7.0028,0.848715217
4_2500,121.188,805.375,2500,4,14,7.0028,0.726852832
4_2500,123.75,802.312,2500,4,16,7.0028,0.798644176
4_2500,127.812,798.188,2500,4,18,7.0028,1.157708426
4_2500,128.688,793.938,2500,4,20,7.0028,0.867868101
4_2500,130.75,789.938,2500,4,22,7.0028,0.900040977
4_2500,130.062,786,2500,4,24,7.0028,0.799529562
4_2500,131.75,781.188,2500,4,26,7.0028,1.019895838
4_2500,131.875,776.938,2500,4,28,7.0028,0.850367568
4_2500,132.562,772,2500,4,30,7.0028,0.99711209
4_2500,133.938,768.125,2500,4,32,7.0028,0.822411114
4_2500,135.667,764.167,2500,4,34,7.0028,0.863833433
4_2500,137.625,762.583,2500,4,36,7.0028,0.503699117
4_2500,139.542,761,2500,4,38,7.0028,0.497223411
4_2500,141.625,759,2500,4,40,7.0028,0.577542691
4_2500,143.917,755.333,2500,4,42,7.0028,0.864873471
4_2500,146.958,751.125,2500,4,44,7.0028,1.038363039
4_2500,147.958,746.25,2500,4,46,7.0028,0.995301462
4_2500,150.458,742.083,2500,4,48,7.0028,0.971882483
4_2500,151.875,738.083,2500,4,50,7.0028,0.848714063
4_2500,152.625,733,2500,4,52,7.0028,1.027606715
4_2500,155.688,728.375,2500,4,54,7.0028,1.109461022
4_2500,156.875,723.875,2500,4,56,7.0028,0.930783949
4_2500,158.625,719.938,2500,4,58,7.0028,0.861683677
4_2500,159.875,715.188,2500,4,60,7.0028,0.982344135
4_2500,161.875,710.083,2500,4,62,7.0028,1.096558708
4_2500,164.125,706.333,2500,4,64,7.0028,0.874642784
4_2500,165.583,702,2500,4,66,7.0028,0.91434464
4_2500,166.625,698.458,2500,4,68,7.0028,0.738417985
4_2500,170,694.083,2500,4,70,7.0028,1.105101805
4_2500,172.792,689.958,2500,4,72,7.0028,0.9962106
4_2500,176.833,687.292,2500,4,74,7.0028,0.968240404
4_2500,180.625,684.083,2500,4,76,7.0028,0.993517891
4_2500,184.708,682.125,2500,4,78,7.0028,0.905641276
4_2500,187.875,677.958,2500,4,80,7.0028,1.046781314
4_2500,191,674.458,2500,4,82,7.0028,0.938416219
4_2500,194,670.625,2500,4,84,7.0028,0.973486292
4_2500,198.958,669.542,2500,4,86,7.0028,1.014980847
4_2500,202.875,666.083,2500,4,88,7.0028,1.04513291
4_2500,206.833,665.375,2500,4,90,7.0028,0.804164859
4_2500,210.938,662.688,2500,4,92,7.0028,0.981243986
4_2500,214.312,660.375,2500,4,94,7.0028,0.818140452
4_2500,218.188,658.75,2500,4,96,7.0028,0.840571258
4_2500,223.438,656.812,2500,4,98,7.0028,1.119255896
4_2500,227.938,656.125,2500,4,100,7.0028,0.91042779
4_2500,233,652.667,2500,4,102,7.0028,1.2260768
